"COLLECTION","CITATION_TYPE","TYPE_STATUS","NUMBER_CATALOG_ITEMS","NUMBER_OF_IMAGES","NUMBER_OF_TYPES_WITH_IMAGES","ENTERED_DATE"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paratype","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Topotype","1","0","0","2008"
"Vertebrate Paleontology","Primary","Lectotype","1","0","0","2008"
"Vertebrate Paleontology","Primary","Lectotype","1","0","0","2008"
"Vertebrate Paleontology","Primary","Lectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","3","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Secondary","Paralectotype","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","2","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","2","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","1","1","2008"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2011"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2011"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2020"
"Vertebrate Paleontology","Voucher","Additional Material","1","0","0","2021"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","12","1","2007"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","3","1","2007"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","1","1","2007"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","0","0","2007"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","0","0","2007"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","0","0","2007"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","2","1","2007"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","1","1","2007"
"Vertebrate Paleontology","Voucher Not","Other Useful Citation","1","2","1","2007"
"Vertebrate Paleontology","Voucher","Plastotype (Paleontology)","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Plastotype (Paleontology)","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Plastotype (Paleontology)","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Plastotype (Paleontology)","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Plastoholotype (Paleontology)","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Plastoholotype (Paleontology)","1","0","0","2007"
"Vertebrate Paleontology","Voucher","Plastoholotype (Paleontology)","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Plastoholotype (Paleontology)","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Plastoholotype (Paleontology)","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Plastoholotype (Paleontology)","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Plastoholotype (Paleontology)","1","0","0","2008"
"Vertebrate Paleontology","Voucher","Plastohypotype (Paleontology)","1","0","0","2008"
"Herpetology Observations","Voucher","Voucher","4","4","4","2017"
"Invertebrate Paleontology","Voucher","Figured","4","1","1","1993"
"Invertebrate Paleontology","Voucher","Figured","9","0","0","1994"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","1995"
"Invertebrate Paleontology","Voucher","Figured","4","0","0","1995"
"Invertebrate Paleontology","Voucher","Figured","9","0","0","1995"
"Invertebrate Paleontology","Voucher","Figured","11","0","0","1995"
"Invertebrate Paleontology","Voucher","Figured","4","0","0","1995"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","1995"
"Invertebrate Paleontology","Voucher","Figured","64","4","2","1995"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","1996"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1996"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1996"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1996"
"Invertebrate Paleontology","Voucher","Figured","52","0","0","1996"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","1997"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1999"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1999"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1999"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","1999"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","1999"
"Invertebrate Paleontology","Voucher","Figured","10","0","0","1999"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2000"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","2000"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2001"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2002"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2002"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2002"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2002"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2002"
"Invertebrate Paleontology","Voucher","Figured","12","2","7","2002"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2003"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2003"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2003"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2003"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2004"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2005"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2005"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","2005"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2005"
"Invertebrate Paleontology","Voucher","Figured","4","0","0","2005"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","2006"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","4","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2007"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","2008"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2008"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","2008"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2008"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2008"
"Invertebrate Paleontology","Voucher","Figured","1","3","1","2009"
"Invertebrate Paleontology","Voucher","Figured","3","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","14","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","9","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","12","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","16","2","1","2009"
"Invertebrate Paleontology","Voucher","Figured","6","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","11","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","20","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","14","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","12","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","12","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","16","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","4","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","15","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","15","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","5","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","64","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","91","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","35","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","52","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","59","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","29","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","28","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","63","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","15","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","4","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","44","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","18","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","12","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2009"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2010"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2012"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2016"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2016"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2016"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2016"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2016"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2018"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2020"
"Invertebrate Paleontology","Voucher","Figured","1","0","0","2020"
"Invertebrate Paleontology","Voucher","Figured","2","0","0","2021"
"Invertebrate Paleontology","Primary","Neotype","1","1","1","1993"
"Invertebrate Paleontology","Primary","Neotype","3","0","0","1995"
"Invertebrate Paleontology","Primary","Neotype","1","0","0","1996"
"Invertebrate Paleontology","Primary","Neotype","1","0","0","1999"
"Invertebrate Paleontology","Primary","Neotype","1","0","0","2004"
"Invertebrate Paleontology","Primary","Syntype","18","0","0","1993"
"Invertebrate Paleontology","Primary","Syntype","120","0","0","1994"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","4","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","6","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","6","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","6","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1995"
"Invertebrate Paleontology","Primary","Syntype","359","10","6","1995"
"Invertebrate Paleontology","Primary","Syntype","9","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","6","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","24","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","73","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","9","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","37","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","35","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","77","0","0","1996"
"Invertebrate Paleontology","Primary","Syntype","12","0","0","1997"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1997"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1997"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1997"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","1997"
"Invertebrate Paleontology","Primary","Syntype","31","0","0","1997"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","1998"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","1998"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1998"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1998"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","1998"
"Invertebrate Paleontology","Primary","Syntype","33","0","0","1998"
"Invertebrate Paleontology","Primary","Syntype","6","0","0","1999"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","1999"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","1999"
"Invertebrate Paleontology","Primary","Syntype","37","0","0","1999"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","2000"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","2000"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","2000"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","2000"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2000"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2000"
"Invertebrate Paleontology","Primary","Syntype","29","0","0","2000"
"Invertebrate Paleontology","Primary","Syntype","40","0","0","2000"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2001"
"Invertebrate Paleontology","Primary","Syntype","6","0","0","2001"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2002"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","2002"
"Invertebrate Paleontology","Primary","Syntype","7","1","6","2002"
"Invertebrate Paleontology","Primary","Syntype","14","0","0","2004"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","2005"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","2005"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2007"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2008"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2008"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2008"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2008"
"Invertebrate Paleontology","Primary","Syntype","11","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","9","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","9","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","5","2","1","2009"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","7","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","8","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","15","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","7","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","13","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","6","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","2","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","7","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","24","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","13","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","10","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","15","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","10","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","2009"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2016"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2016"
"Invertebrate Paleontology","Primary","Syntype","3","0","0","2016"
"Invertebrate Paleontology","Primary","Syntype","1","0","0","2020"
"Invertebrate Paleontology","Primary","Syntype","8","0","0","2020"
"Invertebrate Paleontology","Primary","Syntype","4","0","0","2020"
"Invertebrate Paleontology","Primary","Syntype","5","0","0","2020"
"Invertebrate Paleontology","Primary","Syntype","7","0","0","2020"
"Invertebrate Paleontology","Primary","Syntype","10","0","0","2020"
"Invertebrate Paleontology","Primary","Syntype","7","0","0","2020"
"Invertebrate Paleontology","Primary","Syntype","6","0","0","2020"
"Invertebrate Paleontology","Voucher","Voucher","91","1","1","1993"
"Invertebrate Paleontology","Voucher","Voucher","324","0","0","1994"
"Invertebrate Paleontology","Voucher","Voucher","2","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","10","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","10","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","30","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","2","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","32","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","12","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","11","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","3","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","3","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","2","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","3","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","3","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","3","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","9","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","9","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","9","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","2","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","11","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","4","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","10","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","4","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","20","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","25","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","35","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","24","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","6","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","1","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","2","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","4","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","9","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","8","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","4","0","0","1995"
"Invertebrate Paleontology","Voucher","Voucher","13","0","0","1995"
